Date_Time,Pressure,Altitude
2024-03-15 16:44:13.858906,101362.5,-3.1805134666907002
2024-03-15 16:44:14.359084,101362.5,-3.1805134666907002
2024-03-15 16:44:14.959406,101362.75,-3.20171294121563
2024-03-15 16:44:15.460890,101362.75,-3.20171294121563
2024-03-15 16:44:16.065516,101362.6,-3.188993262775297
2024-03-15 16:44:16.565716,101362.6,-3.188993262775297
2024-03-15 16:44:17.168596,101362.16666666667,-3.1522474193246466
2024-03-15 16:44:17.669517,101362.16666666667,-3.1522474193246466
2024-03-15 16:44:18.272064,101362.0,-3.138114360783134
2024-03-15 16:44:18.772229,101362.0,-3.138114360783134
2024-03-15 16:44:19.373841,101361.75,-3.1169147293986654
2024-03-15 16:44:19.874454,101361.75,-3.1169147293986654
2024-03-15 16:44:20.477262,101362.0,-3.138114360783134
2024-03-15 16:44:20.977438,101362.0,-3.138114360783134
2024-03-15 16:44:21.578796,101362.6,-3.188993262775297
2024-03-15 16:44:22.079176,101362.6,-3.188993262775297
2024-03-15 16:44:22.679155,101363.54545454546,-3.26916546684982
2024-03-15 16:44:23.179569,101363.54545454546,-3.26916546684982
2024-03-15 16:44:23.782301,101363.5,-3.2653110510735894
2024-03-15 16:44:24.282469,101363.5,-3.2653110510735894
2024-03-15 16:44:24.884527,101363.38461538461,-3.2555267571082354
2024-03-15 16:44:25.384772,101363.38461538461,-3.2555267571082354
2024-03-15 16:44:25.986790,101363.5,-3.2653110510735894
2024-03-15 16:44:26.487223,101363.5,-3.2653110510735894
2024-03-15 16:44:27.089060,101363.46666666666,-3.262484478404599
2024-03-15 16:44:27.590119,101363.46666666666,-3.262484478404599
2024-03-15 16:44:28.190693,101363.5,-3.2653110510735894
2024-03-15 16:44:28.691141,101363.5,-3.2653110510735894
2024-03-15 16:44:29.292478,101363.05882352941,-3.2279004552050217
2024-03-15 16:44:29.792636,101363.05882352941,-3.2279004552050217
2024-03-15 16:44:30.396284,101363.11111111111,-3.2323343121097747
2024-03-15 16:44:30.897331,101363.11111111111,-3.2323343121097747
2024-03-15 16:44:31.497150,101362.8947368421,-3.2139862973055067
2024-03-15 16:44:31.997779,101362.8947368421,-3.2139862973055067
2024-03-15 16:44:32.599174,101362.85,-3.2101927163857162
2024-03-15 16:44:33.099612,101362.85,-3.2101927163857162
2024-03-15 16:44:33.702436,101362.76190476191,-3.2027224386984936
2024-03-15 16:44:34.204175,101362.76190476191,-3.2027224386984936
2024-03-15 16:44:34.803773,101362.36363636363,-3.168950094911746
2024-03-15 16:44:35.303967,101362.36363636363,-3.168950094911746
2024-03-15 16:44:35.906868,101362.60869565218,-3.1897306359523
2024-03-15 16:44:36.407269,101362.60869565218,-3.1897306359523
2024-03-15 16:44:37.007574,101362.58333333333,-3.187579964007892
2024-03-15 16:44:37.508367,101362.58333333333,-3.187579964007892
2024-03-15 16:44:38.111361,101362.68,-3.1957770936185614
2024-03-15 16:44:38.612007,101362.68,-3.1957770936185614
2024-03-15 16:44:39.217335,101362.53846153847,-3.1837749277136127
2024-03-15 16:44:39.718486,101362.53846153847,-3.1837749277136127
2024-03-15 16:44:40.321344,101362.55555555556,-3.1852244655488993
2024-03-15 16:44:40.822980,101362.55555555556,-3.1852244655488993
2024-03-15 16:44:41.426151,101362.5,-3.1805134666907002
2024-03-15 16:44:41.927691,101362.5,-3.1805134666907002
2024-03-15 16:44:42.528954,101362.58620689655,-3.1878236362267263
2024-03-15 16:44:43.029189,101362.58620689655,-3.1878236362267263
2024-03-15 16:44:43.629061,101362.56666666667,-3.186166665009876
2024-03-15 16:44:44.131967,101362.56666666667,-3.186166665009876
2024-03-15 16:44:44.732681,101362.51612903226,-3.1818811763027606
2024-03-15 16:44:45.233687,101362.51612903226,-3.1818811763027606
2024-03-15 16:44:45.834907,101362.1875,-3.1540140500076648
2024-03-15 16:44:46.335199,101362.1875,-3.1540140500076648
2024-03-15 16:44:46.936110,101362.24242424243,-3.1586715291609204
2024-03-15 16:44:47.437262,101362.24242424243,-3.1586715291609204
2024-03-15 16:44:48.037909,101362.44117647059,-3.1755253474392466
2024-03-15 16:44:48.538460,101362.44117647059,-3.1755253474392466
2024-03-15 16:44:49.142477,101362.45714285714,-3.176879265807571
2024-03-15 16:44:49.642788,101362.45714285714,-3.176879265807571
2024-03-15 16:44:50.244509,101362.55555555556,-3.1852244655488993
2024-03-15 16:44:50.744948,101362.55555555556,-3.1852244655488993
2024-03-15 16:44:51.346266,101362.62162162163,-3.1908267310987677
2024-03-15 16:44:51.846597,101362.62162162163,-3.1908267310987677
2024-03-15 16:44:52.448259,101362.5,-3.1805134666907002
2024-03-15 16:44:52.948736,101362.5,-3.1805134666907002
2024-03-15 16:44:53.551159,101362.53846153847,-3.1837749277136127
2024-03-15 16:44:54.051819,101362.53846153847,-3.1837749277136127
2024-03-15 16:44:54.654459,101362.475,-3.1783935163636547
2024-03-15 16:44:55.155235,101362.475,-3.1783935163636547
2024-03-15 16:44:55.756856,101362.51219512195,-3.1815475886119238
2024-03-15 16:44:56.257486,101362.51219512195,-3.1815475886119238
2024-03-15 16:44:56.857780,101362.59523809524,-3.1885894631510765
2024-03-15 16:44:57.358111,101362.59523809524,-3.1885894631510765
2024-03-15 16:44:57.960429,101362.6046511628,-3.1893876716919314
2024-03-15 16:44:58.461637,101362.6046511628,-3.1893876716919314
2024-03-15 16:44:59.062142,101362.63636363637,-3.192076822913664
2024-03-15 16:44:59.562875,101362.63636363637,-3.192076822913664
2024-03-15 16:45:00.164870,101362.66666666667,-3.194646455516845
2024-03-15 16:45:00.665663,101362.66666666667,-3.194646455516845
2024-03-15 16:45:01.265868,101362.58695652174,-3.187887202890698
2024-03-15 16:45:01.766187,101362.58695652174,-3.187887202890698
2024-03-15 16:45:02.366071,101362.48936170213,-3.1796113602325042
2024-03-15 16:45:02.866380,101362.48936170213,-3.1796113602325042
2024-03-15 16:45:03.466252,101362.45833333333,-3.176980215852827
2024-03-15 16:45:03.967145,101362.45833333333,-3.176980215852827
2024-03-15 16:45:04.567752,101362.4693877551,-3.177917609074315
2024-03-15 16:45:05.068171,101362.4693877551,-3.177917609074315
2024-03-15 16:45:05.670295,101362.5,-3.1805134666907002
2024-03-15 16:45:06.170458,101362.5,-3.1805134666907002
2024-03-15 16:45:06.772847,101362.5294117647,-3.18300752523018
2024-03-15 16:45:07.273010,101362.5294117647,-3.18300752523018
2024-03-15 16:45:07.875522,101362.51923076923,-3.182144197356762
2024-03-15 16:45:08.375981,101362.51923076923,-3.182144197356762
2024-03-15 16:45:08.976633,101362.54716981133,-3.1845133715467746
2024-03-15 16:45:09.476961,101362.54716981133,-3.1845133715467746
2024-03-15 16:45:10.078075,101362.53703703704,-3.183654132882686
2024-03-15 16:45:10.578311,101362.53703703704,-3.183654132882686
2024-03-15 16:45:11.180698,101362.6,-3.188993262775297
2024-03-15 16:45:11.681089,101362.6,-3.188993262775297
2024-03-15 16:45:12.284183,101362.69642857143,-3.1971702010763794
2024-03-15 16:45:12.785512,101362.69642857143,-3.1971702010763794
2024-03-15 16:45:13.388253,101362.78947368421,-3.2050602218870017
2024-03-15 16:45:13.888490,101362.78947368421,-3.2050602218870017
2024-03-15 16:45:14.490907,101362.89655172414,-3.2141401950766983
2024-03-15 16:45:14.991376,101362.89655172414,-3.2141401950766983
2024-03-15 16:45:15.590977,101362.8813559322,-3.212851627214961
2024-03-15 16:45:16.091314,101362.8813559322,-3.212851627214961
2024-03-15 16:45:16.692510,101362.91666666667,-3.21584589518453
2024-03-15 16:45:17.192972,101362.91666666667,-3.21584589518453
2024-03-15 16:45:17.794831,101362.81967213115,-3.207620982176668
2024-03-15 16:45:18.295078,101362.81967213115,-3.207620982176668
