Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
1,2023-09-25 17:06:00.025000,2023-09-25 17:06:06.223144,,,,,,,
2,2023-09-25 17:06:00.050000,2023-09-25 17:06:06.248143,,,,,,,
3,2023-09-25 17:06:00.075000,2023-09-25 17:06:06.273148,,,,,,,
4,2023-09-25 17:06:00.100000,2023-09-25 17:06:06.298148,,,,,,,
5,2023-09-25 17:06:00.125000,2023-09-25 17:06:06.323147,,,,,,,
6,2023-09-25 17:06:00.150000,2023-09-25 17:06:06.348123,,,,,,,
7,2023-09-25 17:06:00.175000,2023-09-25 17:06:06.373139,,,,,,,
8,2023-09-25 17:06:00.200000,2023-09-25 17:06:06.398110,,,,,,,
9,2023-09-25 17:06:00.225000,2023-09-25 17:06:06.423109,,,,,,,
10,2023-09-25 17:06:00.250000,2023-09-25 17:06:06.448122,5.765,5.709,202.8,6.8,2.207,5.257,0.716
11,2023-09-25 17:06:00.275000,2023-09-25 17:06:06.473073,5.558,5.507,201.4,6.1,2.03,5.106,0.638
12,2023-09-25 17:06:00.300000,2023-09-25 17:06:06.498085,5.306,5.261,200.0,5.3,1.828,4.92,0.552
13,2023-09-25 17:06:00.325000,2023-09-25 17:06:06.523088,5.269,5.224,198.8,5.3,1.725,4.915,0.552
14,2023-09-25 17:06:00.350000,2023-09-25 17:06:06.548089,5.083,5.031,196.8,5.8,1.477,4.782,0.574
15,2023-09-25 17:06:00.375000,2023-09-25 17:06:06.573076,5.033,4.981,195.3,5.8,1.351,4.77,0.574
16,2023-09-25 17:06:00.400000,2023-09-25 17:06:06.598080,4.809,4.764,194.9,5.0,1.249,4.576,0.486
17,2023-09-25 17:06:00.425000,2023-09-25 17:06:06.623089,4.587,4.549,195.2,4.2,1.197,4.366,0.397
18,2023-09-25 17:06:00.450000,2023-09-25 17:06:06.648059,4.426,4.398,195.7,3.2,1.181,4.21,0.295
19,2023-09-25 17:06:00.475000,2023-09-25 17:06:06.673080,4.222,4.201,196.2,2.3,1.146,4.01,0.205
20,2023-09-25 17:06:00.500000,2023-09-25 17:06:06.698075,4.067,4.054,195.7,1.3,1.061,3.885,0.111
21,2023-09-25 17:06:00.525000,2023-09-25 17:06:06.723069,3.947,3.934,196.4,1.3,1.067,3.759,0.111
22,2023-09-25 17:06:00.550000,2023-09-25 17:06:06.748061,3.86,3.847,196.9,1.3,1.074,3.667,0.111
23,2023-09-25 17:06:00.575000,2023-09-25 17:06:06.773077,3.671,3.658,197.9,1.3,1.077,3.469,0.111
24,2023-09-25 17:06:00.600000,2023-09-25 17:06:06.798075,3.397,3.397,200.6,0.0,1.161,3.176,0.0
25,2023-09-25 17:06:00.625000,2023-09-25 17:06:06.823063,3.177,3.177,202.7,0.0,1.193,2.933,0.0
26,2023-09-25 17:06:00.650000,2023-09-25 17:06:06.848065,3.037,3.037,203.1,0.0,1.173,2.791,0.0
27,2023-09-25 17:06:00.675000,2023-09-25 17:06:06.873058,2.894,2.894,202.8,0.0,1.106,2.664,0.0
