Date_Time,Pressure,Altitude
2024-04-17 13:17:59.841068,101554.55545101958,0.0
2024-04-17 13:17:59.877223,101553.64563919668,0.0
2024-04-17 13:17:59.913127,101548.96525306544,0.0
2024-04-17 13:17:59.948613,101555.32724256368,0.0
2024-04-17 13:17:59.984518,101550.646907334,0.0
2024-04-17 13:18:00.020511,101558.50816126533,0.0
2024-04-17 13:18:00.055990,101555.50935184551,0.0
2024-04-17 13:18:00.091615,101560.00756627222,0.0
2024-04-17 13:18:00.127097,101555.87318689881,0.0
2024-04-17 13:18:00.162529,101557.00875645642,0.0
2024-04-17 13:18:00.198284,101555.87318689881,0.0
2024-04-17 13:18:00.234165,101556.05491270033,0.0
2024-04-17 13:18:00.269614,101557.7359916707,0.0
2024-04-17 13:18:00.305230,101564.09692104388,0.0
2024-04-17 13:18:00.341033,101555.87318689881,0.0
2024-04-17 13:18:00.376531,101556.23651070504,0.0
2024-04-17 13:18:00.412158,101551.73806899616,0.0
2024-04-17 13:18:00.448210,101556.05491270033,0.0
2024-04-17 13:18:00.484080,101560.55329893072,0.0
2024-04-17 13:18:00.520046,101559.23547283442,0.0
2024-04-17 13:18:00.555580,101552.87430191149,0.0
2024-04-17 13:18:00.591001,101557.7359916707,0.0
2024-04-17 13:18:00.626523,101557.7359916707,0.0
2024-04-17 13:18:00.662001,101563.73391751361,0.0
2024-04-17 13:18:00.697488,101562.77869215357,0.0
2024-04-17 13:18:00.732905,101556.23651070504,0.0
2024-04-17 13:18:00.768550,101552.87430191149,0.0
2024-04-17 13:18:00.804717,101559.598361854,0.0
2024-04-17 13:18:00.840870,101560.73495419613,0.0
2024-04-17 13:18:00.876852,101557.7359916707,0.0
2024-04-17 13:18:00.912671,101562.5974011159,0.0
2024-04-17 13:18:00.948981,101557.9174809794,0.0
2024-04-17 13:18:00.984702,101564.09692104388,0.0
2024-04-17 13:18:01.021701,101561.09788138593,0.0
2024-04-17 13:18:01.057131,101556.59932338426,0.0
2024-04-17 13:18:01.092909,101554.7370299374,0.0
2024-04-17 13:18:01.128551,101554.9184810747,0.0
2024-04-17 13:18:01.163930,101565.95897183465,0.0
2024-04-17 13:18:01.199962,101561.09788138593,0.0
2024-04-17 13:18:01.235945,101556.23651070504,0.0
2024-04-17 13:18:01.271362,101558.09884252012,0.0
2024-04-17 13:18:01.306797,101555.09980444644,0.0
2024-04-17 13:18:01.342216,101561.2791533403,0.0
2024-04-17 13:18:01.377864,101561.2791533403,0.0
2024-04-17 13:18:01.413312,101558.09884252012,0.0
2024-04-17 13:18:01.448855,101554.7370299374,0.0
2024-04-17 13:18:01.484458,101548.73910884703,0.0
2024-04-17 13:18:01.520227,101553.60028570663,0.0
2024-04-17 13:18:01.556407,101556.41798092803,0.0
2024-04-17 13:18:01.592473,101553.60028570663,0.0
2024-04-17 13:18:01.628009,101559.598361854,0.0
2024-04-17 13:18:01.663651,101552.10076716487,0.0
2024-04-17 13:18:01.699514,101556.59932338426,0.0
2024-04-17 13:18:01.735847,101558.09884252012,0.0
2024-04-17 13:18:01.771448,101556.59932338426,0.0
2024-04-17 13:18:01.807589,101558.46118235774,0.0
2024-04-17 13:18:01.843258,101558.28007630788,0.0
2024-04-17 13:18:01.878708,101550.60124882114,0.0
2024-04-17 13:18:01.914450,101558.46118235774,0.0
2024-04-17 13:18:01.950011,101561.4602975544,0.0
2024-04-17 13:18:01.985497,101559.598361854,0.0
2024-04-17 13:18:02.021411,101562.5974011159,0.0
2024-04-17 13:18:02.056952,101549.10173067545,0.0
2024-04-17 13:18:02.092378,101556.78053808873,0.0
2024-04-17 13:18:02.128083,101553.78146224453,0.0
2024-04-17 13:18:02.163989,101561.2791533403,0.0
2024-04-17 13:18:02.199467,101562.95985544976,0.0
2024-04-17 13:18:02.235118,101558.46118235774,0.0
2024-04-17 13:18:02.270973,101561.2791533403,0.0
2024-04-17 13:18:02.306400,101559.41698122879,0.0
2024-04-17 13:18:02.341900,101552.10076716487,0.0
2024-04-17 13:18:02.377590,101552.2819246195,0.0
2024-04-17 13:18:02.413009,101559.96073985705,0.0
2024-04-17 13:18:02.448689,101558.09884252012,0.0
2024-04-17 13:18:02.484094,101553.78146224453,0.0
2024-04-17 13:18:02.519482,101559.96073985705,0.0
2024-04-17 13:18:02.555436,101561.4602975544,0.0
2024-04-17 13:18:02.590874,101553.96251104813,0.0
2024-04-17 13:18:02.626370,101555.4620679533,0.0
2024-04-17 13:18:02.662457,101559.96073985705,0.0
2024-04-17 13:18:02.698638,101566.32099158347,0.0
2024-04-17 13:18:02.734512,101555.82382057777,0.0
2024-04-17 13:18:02.771370,101552.64385634425,0.0
2024-04-17 13:18:02.806831,101556.78053808873,0.0
2024-04-17 13:18:02.842561,101558.46118235774,0.0
2024-04-17 13:18:02.878648,101552.462954341,0.0
2024-04-17 13:18:02.914123,101550.78238719249,0.0
2024-04-17 13:18:02.949617,101555.28100006761,0.0
2024-04-17 13:18:02.985063,101555.4620679533,0.0
2024-04-17 13:18:03.020475,101550.78238719249,0.0
2024-04-17 13:18:03.055965,101550.78238719249,0.0
2024-04-17 13:18:03.091482,101555.4620679533,0.0
2024-04-17 13:18:03.127056,101559.96073985705,0.0
2024-04-17 13:18:03.163098,101553.96251104813,0.0
2024-04-17 13:18:03.199133,101553.96251104813,0.0
2024-04-17 13:18:03.234506,101559.96073985705,0.0
2024-04-17 13:18:03.270054,101552.462954341,0.0
2024-04-17 13:18:03.306060,101553.78146224453,0.0
2024-04-17 13:18:03.342908,101553.96251104813,0.0
2024-04-17 13:18:03.378436,101556.9616250565,0.0
2024-04-17 13:18:03.414441,101558.64216068458,0.0
2024-04-17 13:18:03.450317,101552.462954341,0.0
2024-04-17 13:18:03.485729,101558.46118235774,0.0
