Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2023-12-21 15:30:08.225,2023-12-21 15:30:08.768314,2.886,2.885,269.0,-0.4,2.853,0.053,-0.026
2023-12-21 15:30:08.250,2023-12-21 15:30:08.793309,2.862,2.861,268.9,-0.4,2.829,0.057,-0.026
2023-12-21 15:30:08.275,2023-12-21 15:30:08.818319,2.803,2.802,267.1,-0.3,2.79,0.15,-0.02
2023-12-21 15:30:08.300,2023-12-21 15:30:08.843321,2.749,2.748,268.1,-0.3,2.732,0.112,-0.018
2023-12-21 15:30:08.325,2023-12-21 15:30:08.868306,2.605,2.604,269.9,-0.3,2.584,0.055,-0.018
2023-12-21 15:30:08.350,2023-12-21 15:30:08.893331,2.492,2.492,270.6,0.0,2.478,0.005,0.0
2023-12-21 15:30:08.375,2023-12-21 15:30:08.918319,2.472,2.472,269.2,-0.1,2.446,0.07,-0.007
2023-12-21 15:30:08.400,2023-12-21 15:30:08.943309,2.414,2.414,268.9,-0.3,2.388,0.08,-0.012
2023-12-21 15:30:08.425,2023-12-21 15:30:08.968318,2.339,2.339,268.5,-0.3,2.313,0.093,-0.012
2023-12-21 15:30:08.450,2023-12-21 15:30:08.993311,2.247,2.247,267.9,-0.6,2.217,0.104,-0.025
2023-12-21 15:30:08.475,2023-12-21 15:30:09.018312,2.201,2.198,267.8,-1.6,2.168,0.104,-0.062
2023-12-21 15:30:08.500,2023-12-21 15:30:09.043312,2.264,2.261,267.2,-1.6,2.228,0.134,-0.062
2023-12-21 15:30:08.525,2023-12-21 15:30:09.068308,2.355,2.352,266.4,-1.6,2.32,0.172,-0.062
2023-12-21 15:30:08.550,2023-12-21 15:30:09.093320,2.462,2.459,265.1,-1.6,2.43,0.229,-0.062
2023-12-21 15:30:08.575,2023-12-21 15:30:09.118294,2.613,2.61,263.4,-1.6,2.586,0.281,-0.062
2023-12-21 15:30:08.600,2023-12-21 15:30:09.143305,2.694,2.686,263.7,-2.6,2.662,0.272,-0.114
2023-12-21 15:30:08.625,2023-12-21 15:30:09.168310,2.723,2.699,264.8,-4.4,2.685,0.222,-0.205
2023-12-21 15:30:08.650,2023-12-21 15:30:09.193303,2.82,2.79,265.2,-5.4,2.776,0.21,-0.261
