Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
1,2023-09-25 17:23:00.025000,2023-09-25 17:23:11.010286,4.97,4.79,230.0,15.0,3.66,3.1,1.3
2,2023-09-25 17:23:00.050000,2023-09-25 17:23:11.035437,5.39,5.28,234.0,12.0,4.28,3.1,1.09
3,2023-09-25 17:23:00.075000,2023-09-25 17:23:11.060311,5.41,5.12,232.0,19.0,4.03,3.15,1.76
4,2023-09-25 17:23:00.100000,2023-09-25 17:23:11.085325,6.46,6.33,224.0,11.0,4.41,4.55,1.28
5,2023-09-25 17:23:00.125000,2023-09-25 17:23:11.110288,7.88,7.84,217.0,6.0,4.71,6.27,0.77
6,2023-09-25 17:23:00.150000,2023-09-25 17:23:11.135295,6.42,6.36,221.0,8.0,4.14,4.83,0.9
7,2023-09-25 17:23:00.175000,2023-09-25 17:23:11.160283,7.49,7.44,219.0,6.0,4.72,5.76,0.82
8,2023-09-25 17:23:00.200000,2023-09-25 17:23:11.188970,7.71,7.67,217.0,5.0,4.62,6.12,0.74
9,2023-09-25 17:23:00.225000,2023-09-25 17:23:11.210296,6.53,6.51,223.0,4.0,4.44,4.76,0.44
10,2023-09-25 17:23:00.250000,2023-09-25 17:23:11.235295,6.04,5.99,221.0,8.0,3.96,4.49,0.8
11,2023-09-25 17:23:00.275000,2023-09-25 17:23:11.260340,7.42,7.37,215.0,7.0,4.26,6.02,0.87
12,2023-09-25 17:23:00.300000,2023-09-25 17:23:11.285299,7.33,7.29,216.0,6.0,4.31,5.88,0.75
13,2023-09-25 17:23:00.325000,2023-09-25 17:23:11.310284,5.75,5.74,227.0,3.0,4.17,3.95,0.33
14,2023-09-25 17:23:00.350000,2023-09-25 17:23:11.335295,5.99,5.99,224.0,2.0,4.18,4.29,0.19
15,2023-09-25 17:23:00.375000,2023-09-25 17:23:11.360287,5.36,5.35,224.0,4.0,3.71,3.86,0.39
16,2023-09-25 17:23:00.400000,2023-09-25 17:23:11.385287,5.96,5.95,223.0,3.0,4.04,4.37,0.28
17,2023-09-25 17:23:00.425000,2023-09-25 17:23:11.410282,5.64,5.63,220.0,4.0,3.65,4.28,0.4
18,2023-09-25 17:23:00.450000,2023-09-25 17:23:11.435266,5.47,5.45,222.0,4.0,3.67,4.03,0.41
19,2023-09-25 17:23:00.475000,2023-09-25 17:23:11.460276,5.08,5.06,226.0,5.0,3.66,3.5,0.42
20,2023-09-25 17:23:00.500000,2023-09-25 17:23:11.485275,5.4,5.3,224.0,11.0,3.71,3.79,1.01
21,2023-09-25 17:23:00.525000,2023-09-25 17:23:11.512240,4.67,4.51,233.0,15.0,3.58,2.74,1.19
22,2023-09-25 17:23:00.550000,2023-09-25 17:23:11.535584,4.81,4.69,234.0,13.0,3.8,2.76,1.05
