Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2025-04-16 11:06:10.000,2025-04-16 11:06:09.991023,3.98,3.98,157.0,3.0,-1.53,3.67,0.2
2025-04-16 11:06:10.025,2025-04-16 11:06:10.016018,4.16,4.16,158.0,0.0,-1.56,3.86,0.0
2025-04-16 11:06:10.050,2025-04-16 11:06:10.041003,4.05,4.05,161.0,0.0,-1.32,3.83,0.0
2025-04-16 11:06:10.075,2025-04-16 11:06:10.066015,3.97,3.97,153.0,2.0,-1.82,3.52,0.16
2025-04-16 11:06:10.100,2025-04-16 11:06:10.090991,4.1,4.1,166.0,0.0,-1.01,3.97,0.0
2025-04-16 11:06:10.125,2025-04-16 11:06:10.116034,4.15,4.15,173.0,0.0,-0.53,4.12,0.0
2025-04-16 11:06:10.150,2025-04-16 11:06:10.141009,3.58,3.58,165.0,0.0,-0.9,3.47,0.0
2025-04-16 11:06:10.175,2025-04-16 11:06:10.166009,3.3,3.3,173.0,0.0,-0.39,3.27,0.0
2025-04-16 11:06:10.200,2025-04-16 11:06:10.191039,3.33,3.32,156.0,3.0,-1.34,3.04,0.17
2025-04-16 11:06:10.225,2025-04-16 11:06:10.216008,3.89,3.89,147.0,-1.0,-2.11,3.27,-0.08
2025-04-16 11:06:10.250,2025-04-16 11:06:10.241009,5.73,5.68,148.0,7.0,-2.97,4.84,0.74
2025-04-16 11:06:10.275,2025-04-16 11:06:10.266015,4.77,4.77,146.0,2.0,-2.69,3.94,0.14
2025-04-16 11:06:10.300,2025-04-16 11:06:10.291013,4.65,4.65,156.0,0.0,-1.92,4.24,0.0
2025-04-16 11:06:10.325,2025-04-16 11:06:10.316028,2.62,2.62,141.0,0.0,-1.63,2.05,0.0
2025-04-16 11:06:10.350,2025-04-16 11:06:10.341021,5.25,5.25,145.0,2.0,-3.01,4.3,0.18
2025-04-16 11:06:10.375,2025-04-16 11:06:10.366015,5.08,5.08,152.0,0.0,-2.42,4.47,0.0
2025-04-16 11:06:10.400,2025-04-16 11:06:10.391009,4.9,4.9,148.0,0.0,-2.57,4.18,0.0
2025-04-16 11:06:10.425,2025-04-16 11:06:10.415996,4.38,4.38,166.0,-3.0,-1.05,4.25,-0.21
2025-04-16 11:06:10.450,2025-04-16 11:06:10.441009,5.87,5.87,168.0,0.0,-1.21,5.74,0.0
2025-04-16 11:06:10.475,2025-04-16 11:06:10.466003,4.85,4.84,166.0,2.0,-1.15,4.71,0.21
2025-04-16 11:06:10.500,2025-04-16 11:06:10.491013,4.29,4.24,156.0,-8.0,-1.75,3.87,-0.63
2025-04-16 11:06:10.525,2025-04-16 11:06:10.516011,4.53,4.53,160.0,2.0,-1.53,4.27,0.2
2025-04-16 11:06:10.550,2025-04-16 11:06:10.541020,4.36,4.35,146.0,-5.0,-2.44,3.6,-0.34
2025-04-16 11:06:10.575,2025-04-16 11:06:10.565980,5.55,5.55,150.0,0.0,-2.81,4.79,0.0
2025-04-16 11:06:10.600,2025-04-16 11:06:10.591040,6.47,6.42,152.0,7.0,-2.98,5.68,0.83
2025-04-16 11:06:10.625,2025-04-16 11:06:10.616046,6.82,6.82,139.0,2.0,-4.45,5.17,0.18
2025-04-16 11:06:10.650,2025-04-16 11:06:10.641017,6.12,6.12,142.0,0.0,-3.74,4.85,0.0
2025-04-16 11:06:10.675,2025-04-16 11:06:10.666009,5.96,5.96,141.0,0.0,-3.76,4.62,0.0
2025-04-16 11:06:10.700,2025-04-16 11:06:10.691027,5.83,5.83,141.0,0.0,-3.67,4.53,0.0
2025-04-16 11:06:10.725,2025-04-16 11:06:10.716022,5.15,5.15,148.0,0.0,-2.7,4.39,0.0
2025-04-16 11:06:10.750,2025-04-16 11:06:10.741012,5.35,5.34,153.0,3.0,-2.43,4.76,0.28
2025-04-16 11:06:10.775,2025-04-16 11:06:10.766011,5.88,5.88,151.0,0.0,-2.87,5.14,0.0
2025-04-16 11:06:10.800,2025-04-16 11:06:10.791004,7.33,7.28,150.0,7.0,-3.69,6.27,0.87
2025-04-16 11:06:10.825,2025-04-16 11:06:10.816008,5.89,5.89,149.0,0.0,-3.0,5.07,0.0
2025-04-16 11:06:10.850,2025-04-16 11:06:10.841010,6.12,6.04,154.0,9.0,-2.69,5.4,0.98
2025-04-16 11:06:10.875,2025-04-16 11:06:10.866014,6.26,6.2,156.0,8.0,-2.54,5.66,0.88
2025-04-16 11:06:10.900,2025-04-16 11:06:10.891004,6.31,6.31,170.0,0.0,-1.08,6.22,0.0
2025-04-16 11:06:10.925,2025-04-16 11:06:10.916011,6.12,5.99,176.0,12.0,-0.45,5.97,1.28
2025-04-16 11:06:10.950,2025-04-16 11:06:10.941014,6.2,6.2,160.0,0.0,-2.16,5.81,0.0
2025-04-16 11:06:10.975,2025-04-16 11:06:10.966016,6.48,6.48,159.0,0.0,-2.37,6.04,0.0
2025-04-16 11:06:11.000,2025-04-16 11:06:10.991002,4.97,4.97,161.0,0.0,-1.62,4.69,0.0
2025-04-16 11:06:11.025,2025-04-16 11:06:11.016004,6.14,6.14,166.0,0.0,-1.51,5.95,0.0
2025-04-16 11:06:11.050,2025-04-16 11:06:11.040998,6.43,6.43,169.0,0.0,-1.2,6.32,0.0
2025-04-16 11:06:11.075,2025-04-16 11:06:11.066001,5.58,5.58,169.0,0.0,-1.03,5.48,0.0
2025-04-16 11:06:11.100,2025-04-16 11:06:11.091003,6.01,6.01,168.0,0.0,-1.2,5.89,0.0
2025-04-16 11:06:11.125,2025-04-16 11:06:11.116028,6.49,6.49,169.0,0.0,-1.29,6.36,0.0
2025-04-16 11:06:11.150,2025-04-16 11:06:11.141012,6.63,6.63,172.0,0.0,-0.87,6.57,0.0
2025-04-16 11:06:11.175,2025-04-16 11:06:11.166005,7.15,7.14,167.0,1.0,-1.65,6.95,0.18
2025-04-16 11:06:11.200,2025-04-16 11:06:11.191010,6.61,6.61,166.0,2.0,-1.58,6.41,0.19
2025-04-16 11:06:11.225,2025-04-16 11:06:11.216004,6.66,6.66,177.0,0.0,-0.36,6.65,0.0
