Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2023-12-21 18:54:50.225,2023-12-21 18:54:50.296040,4.819,4.81,86.4,1.8,-4.58,-0.336,0.179
2023-12-21 18:54:50.250,2023-12-21 18:54:50.321052,4.925,4.914,83.9,2.3,-4.63,-0.563,0.22
2023-12-21 18:54:50.275,2023-12-21 18:54:50.346042,4.832,4.822,81.5,2.0,-4.536,-0.761,0.191
2023-12-21 18:54:50.300,2023-12-21 18:54:50.371039,4.772,4.756,76.1,3.0,-4.417,-1.135,0.258
2023-12-21 18:54:50.325,2023-12-21 18:54:50.396042,4.782,4.763,70.1,3.7,-4.317,-1.563,0.312
2023-12-21 18:54:50.350,2023-12-21 18:54:50.421042,4.782,4.763,65.6,3.9,-4.221,-1.953,0.323
2023-12-21 18:54:50.375,2023-12-21 18:54:50.446041,4.854,4.835,63.9,3.9,-4.28,-2.099,0.323
2023-12-21 18:54:50.400,2023-12-21 18:54:50.471047,4.973,4.954,65.7,3.9,-4.424,-1.959,0.323
2023-12-21 18:54:50.425,2023-12-21 18:54:50.496046,5.044,5.028,67.6,3.4,-4.548,-1.805,0.274
2023-12-21 18:54:50.450,2023-12-21 18:54:50.521038,4.987,4.973,68.5,2.9,-4.532,-1.709,0.223
2023-12-21 18:54:50.475,2023-12-21 18:54:50.546039,5.043,5.01,67.4,4.4,-4.521,-1.821,0.371
2023-12-21 18:54:50.500,2023-12-21 18:54:50.571039,5.243,5.205,65.4,4.7,-4.549,-2.108,0.426
2023-12-21 18:54:50.525,2023-12-21 18:54:50.596045,5.621,5.577,62.7,5.4,-4.741,-2.528,0.526
2023-12-21 18:54:50.550,2023-12-21 18:54:50.621047,6.054,6.016,62.7,4.5,-5.096,-2.787,0.478
2023-12-21 18:54:50.575,2023-12-21 18:54:50.646036,6.397,6.362,63.4,3.9,-5.413,-2.947,0.443
2023-12-21 18:54:50.600,2023-12-21 18:54:50.671046,6.589,6.553,62.9,3.8,-5.532,-3.104,0.453
2023-12-21 18:54:50.625,2023-12-21 18:54:50.696054,6.738,6.698,60.9,4.4,-5.585,-3.344,0.525
2023-12-21 18:54:50.650,2023-12-21 18:54:50.721036,6.889,6.845,57.7,5.0,-5.615,-3.728,0.597
2023-12-21 18:54:50.675,2023-12-21 18:54:50.746044,6.98,6.93,54.5,5.8,-5.55,-4.08,0.688
2023-12-21 18:54:50.700,2023-12-21 18:54:50.771047,7.119,7.066,52.6,6.4,-5.581,-4.302,0.751
2023-12-21 18:54:50.725,2023-12-21 18:54:50.796043,7.273,7.234,51.6,5.6,-5.657,-4.486,0.696
2023-12-21 18:54:50.750,2023-12-21 18:54:50.821045,7.278,7.242,52.1,5.4,-5.711,-4.44,0.673
2023-12-21 18:54:50.775,2023-12-21 18:54:50.846038,7.133,7.1,52.7,5.2,-5.645,-4.294,0.632
2023-12-21 18:54:50.800,2023-12-21 18:54:50.871040,7.063,7.029,52.6,5.4,-5.582,-4.259,0.648
2023-12-21 18:54:50.825,2023-12-21 18:54:50.896026,7.099,7.063,51.6,5.7,-5.511,-4.39,0.68
2023-12-21 18:54:50.850,2023-12-21 18:54:50.921015,7.033,6.998,53.0,5.6,-5.549,-4.219,0.667
2023-12-21 18:54:50.875,2023-12-21 18:54:50.946059,7.001,6.96,53.3,6.0,-5.537,-4.165,0.709
2023-12-21 18:54:50.900,2023-12-21 18:54:50.971049,6.933,6.891,52.6,6.2,-5.437,-4.183,0.723
2023-12-21 18:54:50.925,2023-12-21 18:54:50.996046,6.978,6.915,53.5,6.9,-5.513,-4.118,0.826
2023-12-21 18:54:50.950,2023-12-21 18:54:51.021049,7.072,7.01,54.5,6.7,-5.657,-4.069,0.815
2023-12-21 18:54:50.975,2023-12-21 18:54:51.046043,7.113,7.052,55.1,6.5,-5.735,-4.037,0.795
2023-12-21 18:54:51.000,2023-12-21 18:54:51.071038,7.161,7.101,55.2,6.5,-5.775,-4.065,0.799
2023-12-21 18:54:51.025,2023-12-21 18:54:51.096037,7.25,7.19,55.5,6.5,-5.874,-4.075,0.806
2023-12-21 18:54:51.050,2023-12-21 18:54:51.121037,7.22,7.158,55.8,6.7,-5.871,-4.024,0.833
2023-12-21 18:54:51.075,2023-12-21 18:54:51.146065,7.085,7.022,57.4,6.8,-5.896,-3.78,0.841
2023-12-21 18:54:51.100,2023-12-21 18:54:51.171039,7.098,7.009,56.3,8.0,-5.823,-3.87,0.979
2023-12-21 18:54:51.125,2023-12-21 18:54:51.196025,7.063,6.98,56.2,7.6,-5.791,-3.867,0.93
2023-12-21 18:54:51.150,2023-12-21 18:54:51.221031,7.039,6.959,57.3,7.3,-5.841,-3.757,0.896
2023-12-21 18:54:51.175,2023-12-21 18:54:51.246005,7.063,7.01,56.4,5.9,-5.818,-3.875,0.714
2023-12-21 18:54:51.200,2023-12-21 18:54:51.271032,7.074,7.022,55.5,5.8,-5.769,-3.976,0.7
2023-12-21 18:54:51.225,2023-12-21 18:54:51.296030,7.004,6.951,54.5,6.0,-5.635,-4.028,0.718
2023-12-21 18:54:51.250,2023-12-21 18:54:51.321033,6.872,6.817,54.6,6.1,-5.539,-3.934,0.72
2023-12-21 18:54:51.275,2023-12-21 18:54:51.346031,6.801,6.742,53.7,6.4,-5.41,-3.986,0.752
2023-12-21 18:54:51.300,2023-12-21 18:54:51.371053,6.761,6.699,52.9,6.7,-5.309,-4.045,0.783
2023-12-21 18:54:51.325,2023-12-21 18:54:51.396049,6.659,6.592,51.6,7.2,-5.142,-4.087,0.822
2023-12-21 18:54:51.350,2023-12-21 18:54:51.421053,6.54,6.487,51.1,6.9,-5.025,-4.063,0.753
2023-12-21 18:54:51.375,2023-12-21 18:54:51.446043,6.466,6.403,49.6,7.7,-4.873,-4.121,0.81
2023-12-21 18:54:51.400,2023-12-21 18:54:51.471070,6.365,6.299,48.6,8.1,-4.729,-4.148,0.835
2023-12-21 18:54:51.425,2023-12-21 18:54:51.496056,6.297,6.231,48.6,8.0,-4.68,-4.1,0.82
2023-12-21 18:54:51.450,2023-12-21 18:54:51.521039,6.195,6.128,49.5,8.2,-4.645,-3.963,0.835
2023-12-21 18:54:51.475,2023-12-21 18:54:51.546041,6.221,6.156,50.3,8.1,-4.729,-3.905,0.818
2023-12-21 18:54:51.500,2023-12-21 18:54:51.571028,6.34,6.279,51.2,7.8,-4.896,-3.879,0.79
2023-12-21 18:54:51.525,2023-12-21 18:54:51.596031,6.399,6.342,52.3,7.5,-5.022,-3.807,0.759
2023-12-21 18:54:51.550,2023-12-21 18:54:51.621041,6.48,6.426,53.5,7.2,-5.185,-3.726,0.729
2023-12-21 18:54:51.575,2023-12-21 18:54:51.646044,6.759,6.71,54.8,6.7,-5.507,-3.769,0.701
2023-12-21 18:54:51.600,2023-12-21 18:54:51.671040,7.039,7.002,56.2,5.8,-5.842,-3.801,0.645
2023-12-21 18:54:51.625,2023-12-21 18:54:51.696032,7.338,7.311,57.5,4.9,-6.169,-3.888,0.598
2023-12-21 18:54:51.650,2023-12-21 18:54:51.721045,7.564,7.539,58.1,4.5,-6.393,-3.967,0.587
2023-12-21 18:54:51.675,2023-12-21 18:54:51.746029,7.637,7.61,59.1,4.9,-6.518,-3.914,0.648
2023-12-21 18:54:51.700,2023-12-21 18:54:51.771043,7.767,7.739,59.2,4.8,-6.639,-3.964,0.654
2023-12-21 18:54:51.725,2023-12-21 18:54:51.796025,7.766,7.74,59.9,4.5,-6.687,-3.89,0.62
2023-12-21 18:54:51.750,2023-12-21 18:54:51.821041,7.773,7.746,59.8,4.6,-6.688,-3.901,0.633
2023-12-21 18:54:51.775,2023-12-21 18:54:51.846042,7.783,7.755,59.5,4.6,-6.678,-3.936,0.637
2023-12-21 18:54:51.800,2023-12-21 18:54:51.871046,7.768,7.738,58.4,4.7,-6.582,-4.044,0.657
